Order_ID,Order_Date,State,Gender,Age,Product_Category,Quantity,Unit_Price,Customer_Satisfaction,Total_Price
1190,2023-06-01,Illinois,Male,69,Books,3,63.3,1,189.89
1191,2023-01-25,New York,Male,46,Electronics,6,21.36,3,128.17
1192,2023-06-29,California,Female,33,Toys,6,254.5,1,1526.98
1193,2023-07-17,New York,Male,18,Electronics,5,390.16,3,1950.78
1194,2023-12-10,Texas,Male,34,Toys,7,163.81,5,1146.69
1195,2023-06-10,California,Female,47,Toys,5,353.61,2,1768.03
1196,2023-06-26,Florida,Female,43,Electronics,2,466.64,4,933.28
1197,2023-10-12,Illinois,Male,63,Electronics,4,234.9,3,939.61
1198,2023-03-04,Illinois,Male,36,Toys,1,129.64,5,129.64
1199,2023-05-30,New York,Female,38,Toys,7,459.7,1,3217.91
1200,2023-06-03,California,Male,34,Electronics,4,241.41,5,965.64
1201,2023-06-05,Florida,Male,63,Electronics,4,209.84,1,839.37
1202,2023-02-18,California,Female,57,Clothing,4,183.15,1,732.59
1203,2023-12-03,Illinois,Male,38,Clothing,3,217.28,1,651.83
1204,2023-03-25,California,Female,58,Clothing,8,340.09,1,2720.74
1205,2023-12-27,Florida,Male,57,Books,4,222.52,2,890.09
1206,2023-06-26,New York,Female,62,Toys,8,168.87,1,1350.96
1207,2023-05-28,Texas,Female,66,Furniture,9,374.38,2,3369.44
1208,2023-04-28,California,Female,36,Books,1,109.46,4,109.46
1209,2023-12-08,Texas,Male,24,Toys,4,108.95,2,435.79
1210,2023-03-04,Illinois,Female,34,Furniture,6,351.25,1,2107.52
1211,2023-07-08,New York,Male,18,Clothing,8,434.69,4,3477.49
1212,2023-12-26,New York,Female,54,Furniture,6,128.19,5,769.16
1213,2023-02-18,California,Female,23,Electronics,6,103.65,2,621.91
1214,2023-11-23,New York,Female,43,Electronics,4,338.45,5,1353.8
1215,2023-09-14,California,Male,19,Toys,9,314.19,4,2827.74
1216,2023-08-12,California,Male,49,Books,7,229.15,2,1604.08
1217,2023-05-21,Texas,Female,65,Clothing,6,56.97,1,341.83
1218,2023-08-03,New York,Male,22,Toys,1,54.97,2,54.97
1219,2023-07-30,California,Male,54,Clothing,2,390.9,1,781.79
1220,2023-11-14,Texas,Male,48,Electronics,6,231.37,3,1388.2
1221,2023-02-01,Florida,Female,29,Books,1,430.4,2,430.4
1222,2023-06-07,Texas,Male,52,Books,5,291.62,2,1458.1
1223,2023-10-12,Texas,Female,47,Electronics,1,313.18,5,313.18
1224,2023-11-01,California,Female,65,Furniture,3,467.76,5,1403.27
1225,2023-10-13,Illinois,Female,23,Books,7,90.66,4,634.63
1226,2023-05-24,Illinois,Male,32,Furniture,5,276.08,1,1380.41
1227,2023-01-19,Illinois,Female,32,Clothing,1,38.49,5,38.49
1228,2023-01-18,Texas,Male,33,Books,1,185.87,4,185.87
1229,2023-09-14,California,Male,37,Electronics,8,82.57,1,660.55
1230,2023-03-19,New York,Female,30,Furniture,9,102.04,1,918.36
1231,2023-06-24,Texas,Female,61,Clothing,7,468.05,1,3276.35
1232,2023-07-13,Texas,Female,59,Clothing,3,309.23,3,927.7
1233,2023-04-23,California,Male,63,Books,6,447.16,1,2682.94
1234,2023-04-24,Florida,Male,48,Books,3,227.32,4,681.97
1235,2023-08-10,Texas,Female,51,Toys,4,302.85,1,1211.38
1236,2023-06-15,Florida,Female,46,Toys,4,25.73,1,102.91
1237,2023-11-15,Florida,Male,20,Books,3,240.06,4,720.17
1238,2023-05-12,Illinois,Male,26,Toys,6,286.39,2,1718.33
1239,2023-09-21,California,Female,28,Electronics,5,18.22,1,91.11
1240,2023-02-24,Florida,Male,28,Electronics,9,396.85,4,3571.65
1241,2023-12-25,California,Male,42,Toys,9,154.76,5,1392.82
1242,2023-05-11,Illinois,Male,39,Books,3,231.72,4,695.16
1243,2023-10-15,California,Male,59,Electronics,9,272.46,3,2452.13
1244,2023-09-23,Texas,Male,63,Clothing,3,496.18,5,1488.53
1245,2023-06-11,Florida,Male,26,Books,4,58.6,2,234.4
1246,2023-03-28,California,Female,37,Furniture,1,282.09,2,282.09
1247,2023-02-24,New York,Male,38,Furniture,5,269.99,4,1349.96
1248,2023-10-15,California,Female,27,Books,9,43.77,4,393.89
1249,2023-06-27,Florida,Female,39,Toys,2,320.63,1,641.26
1250,2023-12-15,Illinois,Male,46,Electronics,4,150.56,1,602.23
1251,2023-01-08,Illinois,Female,26,Electronics,2,60.85,3,121.69
1252,2023-11-17,Florida,Female,22,Books,8,97.53,1,780.28
1253,2023-11-09,Texas,Female,57,Clothing,9,413.57,4,3722.09
1254,2023-09-04,Texas,Male,28,Toys,3,61.02,4,183.06
1255,2023-11-19,Illinois,Female,18,Clothing,9,238.79,1,2149.15
1256,2023-09-12,Illinois,Male,59,Books,6,105.68,3,634.1
1257,2023-11-24,Florida,Female,18,Books,6,89.54,4,537.22
1258,2023-02-23,Texas,Female,56,Clothing,7,110.8,3,775.59
1259,2023-09-06,Illinois,Female,63,Furniture,5,251.46,4,1257.32
1260,2023-08-27,Texas,Female,22,Books,6,126.52,3,759.1
1261,2023-08-17,Illinois,Male,66,Toys,1,57.4,3,57.4
1262,2023-03-08,California,Female,39,Clothing,3,402.69,3,1208.06
1263,2023-02-20,New York,Female,43,Furniture,9,274.51,1,2470.61
1264,2023-04-07,California,Male,23,Clothing,5,86.86,2,434.29
1265,2023-04-02,Illinois,Male,49,Furniture,5,241.0,3,1205.0
1266,2023-09-21,New York,Male,65,Furniture,8,43.5,3,347.98
1267,2023-10-18,New York,Female,28,Toys,2,294.41,4,588.82
1268,2023-04-06,Illinois,Male,27,Books,7,176.75,2,1237.25
1269,2023-03-29,Illinois,Male,64,Furniture,9,60.73,4,546.56
1270,2023-03-19,Texas,Male,56,Books,7,99.99,4,699.9
1271,2023-10-15,Illinois,Male,51,Toys,5,179.39,3,896.97
1272,2023-04-30,Florida,Male,48,Books,6,405.14,5,2430.84
1273,2023-10-29,Illinois,Male,29,Electronics,4,95.14,2,380.56
1274,2023-06-14,Florida,Female,68,Furniture,7,63.74,4,446.15
1275,2023-07-01,Illinois,Male,61,Toys,1,262.81,5,262.81
1276,2023-08-11,Texas,Female,33,Clothing,4,283.76,5,1135.05
1277,2023-11-07,Florida,Male,55,Toys,3,54.22,4,162.65
1278,2023-01-07,California,Male,20,Furniture,4,149.4,3,597.59
1279,2023-11-26,Florida,Male,19,Toys,1,138.75,1,138.75
1280,2023-09-20,Texas,Female,69,Clothing,2,101.25,4,202.5
1281,2023-06-10,Florida,Male,22,Electronics,9,164.66,3,1481.96
1282,2023-05-31,Illinois,Male,28,Furniture,7,28.18,2,197.28
1283,2023-03-26,Illinois,Male,42,Furniture,6,329.26,3,1975.56
1284,2023-05-27,Texas,Male,52,Toys,2,494.36,5,988.72
1285,2023-04-22,New York,Female,52,Books,1,320.68,2,320.68
1286,2023-02-05,Illinois,Female,39,Books,2,186.93,2,373.85
1287,2023-10-12,California,Female,54,Clothing,7,337.28,1,2360.93
1288,2023-07-07,Texas,Female,39,Electronics,2,290.04,1,580.09
1289,2023-03-23,Florida,Female,28,Electronics,3,424.91,4,1274.73
1290,2023-01-02,Florida,Male,49,Toys,8,314.72,3,2517.75
1291,2023-10-30,California,Male,52,Toys,7,320.7,4,2244.88
1292,2023-07-16,Illinois,Male,48,Books,9,118.62,1,1067.54
1293,2023-01-11,Texas,Female,62,Electronics,4,213.66,5,854.63
1294,2023-08-22,California,Male,25,Electronics,7,178.76,1,1251.35
1295,2023-07-14,Illinois,Female,37,Electronics,1,15.6,3,15.6
1296,2023-04-29,Texas,Male,59,Clothing,2,163.51,5,327.02
1297,2023-01-20,Florida,Female,51,Clothing,7,248.17,4,1737.19
1298,2023-09-18,Texas,Male,21,Toys,2,303.93,4,607.85
1299,2023-10-20,New York,Male,35,Books,6,467.94,1,2807.63
1300,2023-09-13,Texas,Male,68,Furniture,9,127.17,1,1144.49
1301,2023-08-10,New York,Male,21,Books,5,84.69,4,423.45
1302,2023-08-14,Texas,Female,37,Clothing,7,436.03,4,3052.2
1303,2023-02-22,New York,Male,26,Clothing,1,471.51,2,471.51
1304,2023-12-21,Florida,Male,33,Toys,8,249.1,3,1992.78
1305,2023-12-08,Illinois,Male,43,Furniture,9,66.46,2,598.11
1306,2023-12-30,New York,Female,55,Electronics,5,247.84,2,1239.2
1307,2023-10-07,New York,Male,42,Furniture,6,63.63,4,381.76
1308,2023-03-22,Florida,Male,21,Furniture,8,442.76,3,3542.09
1309,2023-07-21,New York,Male,58,Furniture,4,356.99,4,1427.97
1310,2023-06-07,California,Male,62,Toys,2,128.16,2,256.31
1311,2023-04-30,Florida,Male,58,Clothing,8,444.48,2,3555.83
1312,2023-02-28,California,Female,55,Electronics,2,322.57,4,645.14
1313,2023-08-03,Florida,Female,36,Furniture,5,477.1,1,2385.5
1314,2023-05-08,New York,Female,31,Electronics,6,490.44,1,2942.61
1315,2023-08-12,California,Male,38,Furniture,5,11.61,4,58.04
1316,2023-07-28,New York,Female,32,Clothing,6,68.9,5,413.43
1317,2023-04-25,Florida,Male,20,Electronics,6,277.99,5,1667.95
1318,2023-07-28,New York,Male,54,Books,3,478.37,1,1435.1
1319,2023-01-14,California,Male,67,Clothing,3,497.17,3,1491.52
1320,2023-01-09,California,Male,63,Electronics,9,288.03,2,2592.27
1321,2023-02-09,New York,Female,33,Furniture,3,95.16,3,285.49
1322,2023-08-25,Texas,Female,31,Furniture,3,89.89,1,269.68
1323,2023-10-08,Florida,Female,26,Clothing,2,384.29,4,768.58
1324,2023-12-25,Florida,Male,64,Clothing,7,300.05,5,2100.35
1325,2023-07-20,New York,Female,24,Furniture,4,278.9,1,1115.6
1326,2023-09-03,Texas,Female,31,Electronics,1,238.22,3,238.22
1327,2023-10-05,California,Male,23,Books,6,365.32,3,2191.9
1328,2023-08-23,Illinois,Female,38,Toys,5,430.45,1,2152.23
1329,2023-01-04,Illinois,Male,32,Clothing,2,158.45,2,316.9
1330,2023-06-03,New York,Female,69,Furniture,6,118.25,3,709.5
1331,2023-01-29,Texas,Female,25,Electronics,1,338.4,2,338.4
1332,2023-04-19,Texas,Female,51,Clothing,3,458.22,2,1374.66
1333,2023-04-08,Florida,Male,57,Electronics,4,180.6,4,722.39
1334,2023-08-03,California,Female,18,Clothing,3,143.5,1,430.5
1335,2023-10-20,Texas,Female,49,Furniture,6,120.8,1,724.78
1336,2023-03-16,Illinois,Female,66,Electronics,4,134.7,2,538.8
1337,2023-11-22,California,Female,68,Furniture,1,76.12,4,76.12
1338,2023-05-26,California,Male,22,Electronics,5,302.42,3,1512.11
1339,2023-05-08,New York,Male,47,Clothing,5,147.6,3,738.02
1340,2023-12-07,Texas,Female,39,Toys,9,311.32,1,2801.9
1341,2023-02-11,New York,Female,37,Toys,8,50.69,2,405.49
1342,2023-12-22,Texas,Female,33,Books,8,66.57,4,532.59
1343,2023-02-10,Florida,Male,24,Books,5,272.71,4,1363.55
1344,2023-02-03,New York,Female,24,Furniture,8,260.65,3,2085.2
1345,2023-01-17,New York,Female,67,Electronics,7,143.04,3,1001.28
1346,2023-06-14,Illinois,Male,67,Books,1,415.29,5,415.29
1347,2023-06-02,New York,Male,19,Clothing,7,101.65,5,711.57
1348,2023-03-17,Texas,Male,64,Toys,8,186.72,2,1493.79
1349,2023-03-28,Illinois,Female,31,Electronics,3,282.2,5,846.6
1350,2023-04-27,New York,Male,48,Toys,9,434.93,4,3914.4
1351,2023-12-28,New York,Male,67,Electronics,8,215.09,5,1720.72
1352,2023-12-08,Florida,Female,58,Books,2,205.31,1,410.63
1353,2023-01-27,New York,Male,31,Books,6,293.97,1,1763.84
1354,2023-11-09,California,Female,22,Furniture,4,165.18,3,660.72
1355,2023-10-14,Illinois,Female,28,Electronics,3,357.49,3,1072.48
1356,2023-05-14,California,Male,57,Clothing,6,131.86,2,791.17
1357,2023-08-07,Illinois,Female,22,Books,9,413.37,1,3720.29
1358,2023-06-17,Florida,Male,46,Furniture,2,143.45,2,286.91
1359,2023-04-08,New York,Male,28,Books,5,496.42,2,2482.12
1360,2023-09-25,New York,Male,22,Toys,6,165.07,5,990.4
1361,2023-08-25,New York,Female,66,Books,4,440.62,3,1762.5
1362,2023-11-05,Illinois,Male,49,Electronics,7,204.7,2,1432.93
1363,2023-06-22,New York,Female,53,Furniture,2,130.57,2,261.13
1364,2023-07-09,California,Female,32,Electronics,7,120.82,3,845.74
1365,2023-05-02,New York,Female,36,Clothing,2,426.59,3,853.19
1366,2023-02-15,Florida,Male,39,Clothing,1,161.29,1,161.29
1367,2023-03-05,California,Female,51,Books,5,175.9,3,879.48
1368,2023-05-10,New York,Female,34,Furniture,2,106.53,5,213.05
1369,2023-11-06,New York,Male,29,Furniture,8,481.05,1,3848.39
1370,2023-12-29,Texas,Male,42,Furniture,8,129.92,2,1039.4
1371,2023-07-12,Illinois,Female,34,Furniture,1,131.25,5,131.25
1372,2023-11-03,California,Female,27,Books,4,472.51,5,1890.04
1373,2023-06-30,Texas,Male,45,Electronics,9,451.44,1,4062.96
1374,2023-10-19,Florida,Female,35,Books,5,131.97,2,659.83
1375,2023-10-09,Illinois,Female,68,Electronics,6,433.72,1,2602.29
1376,2023-01-29,California,Female,35,Toys,3,132.41,4,397.24
1377,2023-05-29,New York,Female,62,Toys,5,51.39,4,256.94
1378,2023-09-24,California,Male,49,Electronics,1,411.98,1,411.98
1379,2023-10-23,New York,Female,31,Books,8,388.06,2,3104.51
1380,2023-01-11,Illinois,Male,33,Clothing,6,154.39,2,926.32
1381,2023-06-13,New York,Female,67,Books,2,54.17,3,108.34
1382,2023-04-23,Florida,Male,35,Clothing,4,111.16,5,444.62
1383,2023-07-06,New York,Female,33,Books,4,387.82,1,1551.27
1384,2023-10-22,Florida,Male,34,Furniture,9,482.73,5,4344.54
1385,2023-08-20,Illinois,Female,24,Furniture,9,136.91,5,1232.2
1386,2023-08-15,Illinois,Male,29,Toys,5,410.95,4,2054.73
1387,2023-11-06,California,Female,51,Toys,3,121.69,4,365.06
1388,2023-04-08,Florida,Female,27,Electronics,1,343.0,1,343.0
1389,2023-02-24,Florida,Male,22,Clothing,6,50.97,1,305.82
1390,2023-04-21,Texas,Male,38,Furniture,8,296.79,2,2374.36
1391,2023-06-01,Texas,Male,20,Books,1,141.9,1,141.9
1392,2023-09-03,Texas,Male,36,Electronics,1,463.66,2,463.66
1393,2023-03-10,New York,Male,62,Books,7,151.98,2,1063.85
1394,2023-11-08,Texas,Female,61,Furniture,7,205.24,1,1436.65
1395,2023-10-16,Florida,Male,52,Furniture,2,421.93,2,843.87
1396,2023-09-07,New York,Male,23,Furniture,3,224.75,5,674.26
1397,2023-02-05,Illinois,Female,31,Furniture,2,126.82,2,253.64
1398,2023-08-27,California,Male,21,Books,6,278.3,5,1669.78
1399,2023-05-28,Texas,Male,62,Electronics,8,421.6,5,3372.77
1400,2023-08-15,Illinois,Male,68,Furniture,8,222.26,5,1778.06
1401,2023-09-01,Florida,Female,35,Toys,1,75.12,3,75.12
1402,2023-12-03,California,Male,46,Electronics,9,197.71,3,1779.41
1403,2023-12-31,Illinois,Female,52,Toys,8,477.69,2,3821.54
1404,2023-07-20,California,Female,69,Books,9,45.29,1,407.62
1405,2023-06-03,Texas,Male,55,Furniture,9,210.14,2,1891.24
1406,2023-03-14,Florida,Female,33,Electronics,6,327.53,3,1965.2
1407,2023-07-20,California,Male,37,Furniture,3,48.47,4,145.42
1408,2023-10-23,Illinois,Male,41,Furniture,1,179.03,4,179.03
1409,2023-01-17,Texas,Male,52,Electronics,8,470.88,2,3767.07
1410,2023-05-09,Texas,Male,61,Furniture,3,25.01,3,75.03
1411,2023-08-05,Illinois,Male,68,Furniture,7,378.35,5,2648.47
1412,2023-03-02,Illinois,Female,36,Clothing,6,422.27,3,2533.64
1413,2023-04-14,California,Female,21,Clothing,3,145.76,2,437.28
1414,2023-02-11,New York,Female,50,Electronics,6,115.21,3,691.26
1415,2023-01-25,Texas,Female,19,Electronics,3,458.26,4,1374.79
1416,2023-02-08,California,Male,30,Furniture,9,384.36,5,3459.25
1417,2023-10-18,Illinois,Male,62,Toys,1,65.56,2,65.56
1418,2023-05-11,California,Female,47,Electronics,8,113.98,2,911.81
1419,2023-08-17,Illinois,Male,51,Furniture,5,314.46,1,1572.32
1420,2023-04-18,Florida,Female,47,Toys,4,215.51,5,862.06
1421,2023-06-21,Illinois,Female,68,Clothing,1,257.05,2,257.05
1422,2023-04-12,Illinois,Female,41,Electronics,9,476.26,3,4286.3
1423,2023-12-20,Illinois,Female,65,Furniture,9,215.92,3,1943.24
1424,2023-01-12,New York,Male,61,Clothing,5,442.02,3,2210.12
1425,2023-10-02,Illinois,Male,50,Books,9,333.76,3,3003.88
1426,2023-04-11,Texas,Female,58,Clothing,9,69.59,2,626.34
1427,2023-02-13,Texas,Female,66,Furniture,7,374.81,4,2623.66
1428,2023-11-01,California,Female,27,Toys,8,264.9,5,2119.22
1429,2023-01-17,New York,Female,35,Books,1,120.3,3,120.3
1430,2023-11-26,California,Female,36,Books,4,151.88,2,607.52
1431,2023-02-26,Texas,Male,24,Books,4,283.09,2,1132.37
1432,2023-11-07,Texas,Female,36,Electronics,9,304.83,3,2743.51
1433,2023-10-30,Florida,Female,41,Furniture,3,484.41,1,1453.22
1434,2023-01-12,Illinois,Male,32,Books,1,428.81,2,428.81
1435,2023-11-14,Texas,Male,58,Clothing,5,110.86,5,554.31
1436,2023-03-21,California,Male,59,Toys,7,389.26,5,2724.79
1437,2023-08-04,California,Male,40,Furniture,4,14.06,1,56.25
1438,2023-12-05,Illinois,Male,69,Clothing,9,73.61,2,662.46
1439,2023-09-21,Illinois,Male,69,Electronics,6,107.85,1,647.12
1440,2023-05-29,Florida,Male,21,Books,6,302.63,2,1815.77
1441,2023-03-22,New York,Male,55,Clothing,3,105.4,2,316.19
1442,2023-08-03,California,Male,21,Furniture,5,188.98,1,944.92
1443,2023-07-17,Illinois,Female,22,Clothing,6,128.96,4,773.77
1444,2023-07-19,California,Male,58,Electronics,4,175.33,3,701.34
1445,2023-01-25,Illinois,Female,61,Toys,3,471.8,3,1415.4
1446,2023-03-30,Texas,Female,40,Books,5,498.71,3,2493.57
1447,2023-09-25,California,Female,57,Furniture,7,346.0,1,2422.03
1448,2023-05-23,Texas,Female,54,Books,6,290.43,2,1742.59
1449,2023-02-28,California,Female,28,Books,2,357.14,2,714.28
1450,2023-12-31,New York,Female,28,Books,1,388.11,5,388.11
1451,2023-01-26,Florida,Female,30,Clothing,5,372.12,2,1860.58
1452,2023-02-16,Texas,Female,31,Clothing,5,50.13,4,250.64
1453,2023-10-15,Illinois,Male,25,Toys,6,162.04,3,972.26
1454,2023-09-23,New York,Female,42,Electronics,3,178.28,4,534.84
1455,2023-01-16,California,Female,35,Furniture,1,190.93,3,190.93
1456,2023-07-18,Texas,Female,68,Clothing,4,178.71,1,714.86
1457,2023-10-09,California,Female,61,Books,4,395.68,4,1582.7
1458,2023-03-27,California,Male,61,Electronics,2,376.33,2,752.65
1459,2023-09-07,California,Female,35,Furniture,8,12.25,3,98.03
1460,2023-09-27,Florida,Male,27,Furniture,6,155.23,5,931.36
1461,2023-12-01,Florida,Male,24,Furniture,3,315.6,4,946.79
1462,2023-04-27,Illinois,Female,67,Furniture,1,68.93,1,68.93
1463,2023-01-07,Texas,Female,61,Toys,3,44.89,5,134.66
1464,2023-05-17,New York,Male,31,Furniture,8,415.92,1,3327.32
1465,2023-06-25,New York,Female,32,Electronics,4,231.82,3,927.26
1466,2023-11-24,New York,Female,33,Clothing,3,429.29,4,1287.86
1467,2023-11-11,California,Male,19,Electronics,4,413.54,1,1654.16
1468,2023-08-03,Florida,Male,47,Books,4,447.75,5,1791.01
1469,2023-03-23,Texas,Female,47,Toys,2,33.65,5,67.31
1470,2023-08-11,California,Female,35,Toys,4,101.2,2,404.81
1471,2023-04-13,Florida,Female,48,Books,9,155.11,1,1395.99
1472,2023-09-30,Florida,Male,61,Electronics,4,76.75,4,307.01
1473,2023-01-14,Texas,Female,65,Electronics,1,247.88,4,247.88
1474,2023-06-08,Texas,Male,30,Books,1,401.5,2,401.5
1475,2023-06-01,Texas,Male,37,Furniture,1,476.08,5,476.08
1476,2023-04-18,California,Female,66,Furniture,5,445.89,1,2229.46
1477,2023-07-07,Illinois,Male,67,Clothing,6,234.09,5,1404.57
1478,2023-10-28,Texas,Female,52,Electronics,6,321.88,1,1931.28
1479,2023-04-08,Illinois,Female,40,Electronics,6,123.04,1,738.25
1480,2023-05-11,California,Male,59,Books,9,207.47,1,1867.27
1481,2023-10-20,Illinois,Female,50,Books,1,436.88,5,436.88
1482,2023-06-20,New York,Male,55,Furniture,6,24.31,5,145.84
1483,2023-07-02,Illinois,Male,52,Electronics,8,271.05,5,2168.42
1484,2023-12-30,Texas,Female,68,Electronics,8,437.67,3,3501.37
1485,2023-02-08,California,Female,53,Toys,3,69.78,5,209.35
1486,2023-01-15,Texas,Female,37,Clothing,5,491.45,2,2457.24
1487,2023-01-04,New York,Female,20,Clothing,4,16.07,3,64.29
1488,2023-12-15,Texas,Male,25,Furniture,1,444.2,1,444.2
1489,2023-07-29,Texas,Male,57,Electronics,9,183.3,4,1649.7
1490,2023-06-10,Texas,Male,49,Toys,5,75.02,3,375.09
1491,2023-01-16,Florida,Female,46,Electronics,2,87.11,3,174.21
1492,2023-04-18,New York,Male,24,Books,2,353.58,1,707.16
1493,2023-11-07,Texas,Male,19,Furniture,7,436.65,5,3056.57
1494,2023-08-15,Texas,Female,38,Clothing,4,324.12,5,1296.49
1495,2023-06-19,Texas,Female,23,Electronics,1,465.08,3,465.08
1496,2023-02-03,California,Female,45,Furniture,5,422.81,5,2114.07
1497,2023-09-08,Florida,Male,65,Clothing,2,14.43,3,28.85
1498,2023-09-04,California,Female,59,Electronics,7,338.02,4,2366.14
1499,2023-09-26,Florida,Male,53,Toys,9,159.27,4,1433.44
1500,2023-05-21,Texas,Male,49,Furniture,1,232.71,1,232.71
1501,2023-10-01,New York,Male,62,Electronics,2,56.08,2,112.15
1502,2023-04-06,Illinois,Male,59,Clothing,6,148.23,2,889.37
1503,2023-08-15,Illinois,Male,63,Clothing,8,320.02,5,2560.13
1504,2023-02-08,Texas,Female,26,Toys,7,117.01,2,819.05
1505,2023-10-29,California,Male,28,Furniture,9,327.29,4,2945.64
1506,2023-01-29,New York,Female,40,Furniture,2,462.29,1,924.57
1507,2023-11-14,Florida,Male,67,Electronics,9,12.42,4,111.79
1508,2023-09-02,Texas,Male,28,Clothing,4,395.03,3,1580.11
1509,2023-08-24,New York,Female,66,Clothing,3,324.25,5,972.74
1510,2023-07-04,New York,Male,19,Toys,7,32.85,5,229.95
1511,2023-09-29,Florida,Male,20,Toys,5,397.18,2,1985.91
1512,2023-08-24,New York,Female,28,Furniture,5,120.02,3,600.08
1513,2023-08-27,California,Female,67,Clothing,2,140.25,2,280.5
1514,2023-09-23,California,Male,52,Electronics,6,55.82,2,334.94
1515,2023-12-25,California,Male,32,Books,6,271.85,2,1631.08
1516,2023-12-06,New York,Male,60,Electronics,4,254.13,3,1016.52
1517,2023-03-06,California,Female,28,Toys,5,180.12,2,900.58
1518,2023-06-26,Florida,Male,48,Electronics,7,92.69,5,648.83
1519,2023-01-03,New York,Female,45,Clothing,8,420.6,2,3364.78
1520,2023-05-22,Illinois,Female,45,Furniture,6,439.43,3,2636.55
1521,2023-06-07,New York,Male,49,Books,5,274.88,3,1374.42
1522,2023-11-20,Florida,Female,42,Furniture,3,129.67,4,389.01
1523,2023-05-26,Illinois,Male,37,Books,7,57.09,2,399.66
1524,2023-10-20,New York,Male,45,Books,8,435.59,3,3484.69
1525,2023-06-02,California,Female,42,Clothing,3,57.07,2,171.2
1526,2023-07-12,Texas,Female,28,Clothing,5,16.46,1,82.29
1527,2023-03-14,Texas,Female,36,Toys,2,240.0,5,480.01
1528,2023-11-01,California,Female,45,Toys,4,368.32,5,1473.29
1529,2023-12-10,Texas,Female,18,Books,4,234.19,2,936.77
1530,2023-05-20,Texas,Female,22,Toys,8,35.19,5,281.53
1531,2023-07-06,California,Male,27,Clothing,3,348.11,5,1044.34
1532,2023-10-20,California,Male,59,Toys,5,324.74,1,1623.71
1533,2023-03-02,New York,Male,63,Books,5,343.95,5,1719.75
1534,2023-07-17,New York,Female,51,Furniture,2,113.49,5,226.98
1535,2023-10-22,California,Female,53,Electronics,9,399.89,3,3599.03
1536,2023-11-15,Florida,Female,19,Toys,4,244.79,5,979.17
1537,2023-10-29,Texas,Male,35,Clothing,9,272.81,2,2455.32
1538,2023-12-10,New York,Male,30,Furniture,9,277.46,5,2497.11
1539,2023-01-11,Texas,Female,68,Clothing,2,150.54,2,301.07
1540,2023-03-03,Illinois,Female,22,Toys,9,132.57,5,1193.09
1541,2023-11-29,California,Female,37,Books,9,12.34,2,111.02
1542,2023-08-14,Florida,Female,19,Electronics,2,204.34,5,408.68
1543,2023-06-02,Illinois,Male,28,Electronics,6,247.7,2,1486.2
1544,2023-07-18,Illinois,Male,47,Furniture,9,373.97,5,3365.76
1545,2023-02-21,Illinois,Male,49,Electronics,4,42.65,1,170.59
1546,2023-09-17,California,Female,49,Books,2,462.75,3,925.51
1547,2023-02-28,New York,Male,67,Clothing,7,139.34,3,975.38
1548,2023-03-13,California,Female,55,Books,9,189.69,3,1707.24
1549,2023-05-28,New York,Female,45,Furniture,6,33.7,3,202.19
1550,2023-12-15,Illinois,Female,27,Furniture,4,330.04,1,1320.15
1551,2023-03-04,Illinois,Male,39,Electronics,1,357.37,1,357.37
1552,2023-11-06,Florida,Male,34,Books,4,465.11,5,1860.43
1553,2023-08-31,New York,Female,39,Clothing,3,175.05,1,525.14
1554,2023-11-26,Illinois,Male,60,Books,7,136.11,3,952.77
1555,2023-04-17,Texas,Female,36,Clothing,5,365.78,4,1828.91
1556,2023-08-14,Florida,Female,34,Clothing,3,356.33,5,1069.0
1557,2023-11-09,California,Female,41,Books,2,469.19,2,938.38
1558,2023-08-06,Florida,Male,53,Toys,2,110.61,3,221.21
1559,2023-08-29,Texas,Male,49,Books,5,355.59,3,1777.97
1560,2023-09-16,New York,Female,63,Clothing,8,42.77,3,342.12
1561,2023-09-19,California,Male,69,Furniture,8,245.38,1,1963.04
1562,2023-01-05,California,Male,53,Furniture,5,68.5,2,342.51
1563,2023-09-18,New York,Male,45,Electronics,2,330.04,5,660.08
1564,2023-02-23,Florida,Male,31,Furniture,4,304.72,3,1218.87
1565,2023-02-16,Illinois,Female,53,Toys,7,33.93,2,237.5
1566,2023-08-03,Florida,Male,23,Clothing,6,166.61,4,999.68
1567,2023-06-26,Texas,Female,26,Books,7,203.57,1,1424.97
1568,2023-01-09,Illinois,Female,38,Books,5,131.55,3,657.75
1569,2023-04-09,Florida,Male,29,Toys,2,28.95,2,57.9
1570,2023-01-20,New York,Female,47,Furniture,8,166.22,2,1329.78
1571,2023-08-29,Texas,Female,48,Clothing,2,398.39,3,796.77
1572,2023-03-02,Texas,Male,57,Furniture,8,186.45,2,1491.63
1573,2023-06-27,Texas,Female,21,Electronics,7,168.45,2,1179.16
1574,2023-12-04,Illinois,Female,48,Furniture,3,471.46,5,1414.38
1575,2023-03-03,California,Male,44,Electronics,4,30.4,1,121.6
1576,2023-05-25,Illinois,Male,42,Books,7,385.97,5,2701.8
1577,2023-08-04,Florida,Male,22,Clothing,4,246.72,1,986.86
1578,2023-01-03,California,Male,23,Electronics,9,472.79,1,4255.08
1579,2023-06-09,Florida,Male,22,Furniture,7,202.8,5,1419.6
1580,2023-08-15,California,Female,68,Furniture,1,356.94,3,356.94
1581,2023-09-26,Illinois,Female,44,Books,1,44.27,2,44.27
1582,2023-04-30,Texas,Male,25,Toys,4,465.1,4,1860.39
